setup_date,breakout_date,ticker,company_name,setup_high,setup_close,breakout_open,breakout_high,breakout_close,entry_price,exit_price,success_binary,return_percentage,setup_mpi,setup_mpi_velocity,setup_mpi_trend,setup_ibs,setup_crt_velocity,setup_higher_hl,setup_valid_crt,setup_vw_range_percentile
2024-08-30,2024-09-02,AU8U.SI,CapLand China T,0.6521,0.6474,0.6474,0.6614,0.6614,0.6521,0.6614,1,0.014286,0.5,0.0,Flat,0.5,0.38,0,1,0.4
2024-09-04,2024-09-05,AU8U.SI,CapLand China T,0.6614,0.6568,0.6614,0.6707,0.6707,0.6614,0.6707,1,0.014085,0.4,0.0,Flat,0.5,0.32,0,1,0.36
2024-09-05,2024-09-06,AU8U.SI,CapLand China T,0.6707,0.6707,0.6707,0.6894,0.6894,0.6707,0.6894,1,0.027778,0.4,0.0,Flat,1.0,0.32,1,1,0.62
2024-09-06,2024-09-09,AU8U.SI,CapLand China T,0.6894,0.6894,0.6847,0.6894,0.6754,0.6894,0.6754,0,-0.02027,0.5,0.1,Expanding,1.0,0.32,1,1,0.88
2024-09-10,2024-09-11,AU8U.SI,CapLand China T,0.68,0.68,0.68,0.6847,0.68,0.68,0.68,0,0.0,0.5,0.1,Expanding,1.0,0.32,0,0,0.04
2024-09-16,2024-09-17,AU8U.SI,CapLand China T,0.68,0.68,0.68,0.694,0.694,0.68,0.694,1,0.020548,0.5,0.0,Flat,1.0,0.12,0,1,0.5
2024-09-17,2024-09-18,AU8U.SI,CapLand China T,0.694,0.694,0.694,0.6987,0.694,0.694,0.694,0,0.0,0.6,0.1,Expanding,1.0,0.12,1,1,0.78
2024-09-23,2024-09-24,AU8U.SI,CapLand China T,0.6987,0.6847,0.6847,0.7033,0.694,0.6987,0.694,0,-0.006667,0.5,0.0,Flat,0.4,0.02,0,1,0.94
2024-09-24,2024-09-25,AU8U.SI,CapLand China T,0.7033,0.694,0.6987,0.722,0.708,0.7033,0.708,1,0.006623,0.5,0.0,Flat,0.6,0.02,1,1,0.9
2024-09-25,2024-09-26,AU8U.SI,CapLand China T,0.722,0.708,0.708,0.7266,0.722,0.722,0.722,0,-0.0,0.6,0.1,Expanding,0.4,0.02,1,1,0.94
2024-09-26,2024-09-27,AU8U.SI,CapLand China T,0.7266,0.722,0.7266,0.7965,0.7965,0.7266,0.7965,1,0.096154,0.7,0.1,Expanding,0.75,0.02,1,1,0.88
2024-09-27,2024-09-30,AU8U.SI,CapLand China T,0.7965,0.7965,0.7965,0.8198,0.7965,0.7965,0.7965,0,0.0,0.7,0.0,Flat,1.0,0.02,1,1,1.0
2024-10-01,2024-10-02,AU8U.SI,CapLand China T,0.7918,0.7779,0.7825,0.8244,0.8198,0.7918,0.8198,1,0.035294,0.5,-0.1,Contracting,0.4,0.02,0,0,0.76
2024-10-17,2024-10-18,AU8U.SI,CapLand China T,0.7359,0.7313,0.7313,0.7452,0.7452,0.7359,0.7452,1,0.012658,0.2,0.0,Flat,0.5,0.14,0,1,0.12
2024-10-22,2024-10-23,AU8U.SI,CapLand China T,0.7359,0.7313,0.7313,0.7359,0.722,0.7359,0.722,0,-0.018987,0.3,0.0,Flat,0.5,0.06,0,1,0.06
2024-10-28,2024-10-29,AU8U.SI,CapLand China T,0.708,0.7033,0.7033,0.7126,0.708,0.708,0.708,1,0.0,0.2,0.0,Flat,0.5,0.06,0,0,0.02
2024-11-04,2024-11-05,AU8U.SI,CapLand China T,0.7126,0.708,0.708,0.7173,0.708,0.7126,0.708,0,-0.006536,0.2,0.0,Flat,0.5,0.06,1,0,0.1
2024-11-14,2024-11-15,AU8U.SI,CapLand China T,0.6707,0.6707,0.6707,0.68,0.6754,0.6707,0.6754,1,0.006944,0.3,0.0,Flat,1.0,0.06,0,0,0.16
2024-11-15,2024-11-18,AU8U.SI,CapLand China T,0.68,0.6754,0.6754,0.6987,0.6847,0.68,0.6847,1,0.006849,0.4,0.1,Expanding,0.75,0.06,0,0,0.56
2024-11-20,2024-11-21,AU8U.SI,CapLand China T,0.6894,0.6847,0.68,0.6894,0.6754,0.6894,0.6754,0,-0.02027,0.4,0.0,Flat,0.5,0.18,0,1,0.06
2024-11-29,2024-12-02,AU8U.SI,CapLand China T,0.6661,0.6661,0.6661,0.68,0.6661,0.6661,0.6661,0,0.0,0.3,0.0,Flat,1.0,0.18,0,0,0.18
2024-12-06,2024-12-09,AU8U.SI,CapLand China T,0.6707,0.6661,0.6661,0.6754,0.6754,0.6707,0.6754,1,0.006944,0.3,0.0,Flat,0.0,0.54,0,1,0.06
2024-12-11,2024-12-12,AU8U.SI,CapLand China T,0.6707,0.6707,0.6707,0.6754,0.6754,0.6707,0.6754,1,0.006944,0.3,0.0,Flat,1.0,0.7,0,1,0.52
2024-12-16,2024-12-17,AU8U.SI,CapLand China T,0.6614,0.6614,0.6614,0.6661,0.6661,0.6614,0.6661,1,0.007042,0.3,0.0,Flat,1.0,0.7,0,0,0.22
2024-12-19,2024-12-20,AU8U.SI,CapLand China T,0.6614,0.6614,0.6568,0.6661,0.6521,0.6614,0.6521,0,-0.014084,0.3,0.0,Flat,1.0,0.7,0,0,0.5
2024-12-23,2024-12-24,AU8U.SI,CapLand China T,0.6661,0.6614,0.6614,0.6707,0.6614,0.6661,0.6614,0,-0.006993,0.3,0.0,Flat,0.5,0.7,0,0,0.52
2024-12-26,2024-12-27,AU8U.SI,CapLand China T,0.6661,0.6661,0.6614,0.6707,0.6707,0.6661,0.6707,1,0.006993,0.4,0.1,Expanding,1.0,0.7,0,0,0.04
2024-12-31,2025-01-02,AU8U.SI,CapLand China T,0.6707,0.6707,0.6707,0.6894,0.68,0.6707,0.68,1,0.013889,0.4,0.0,Flat,1.0,0.7,0,0,0.04
2025-01-08,2025-01-09,AU8U.SI,CapLand China T,0.6847,0.6847,0.68,0.6847,0.68,0.6847,0.68,0,-0.006803,0.5,0.0,Flat,1.0,0.7,0,0,0.2
2025-01-10,2025-01-13,AU8U.SI,CapLand China T,0.68,0.68,0.6754,0.68,0.6754,0.68,0.6754,0,-0.006849,0.4,-0.1,Contracting,1.0,0.7,0,0,0.12
2025-01-17,2025-01-20,AU8U.SI,CapLand China T,0.68,0.6707,0.6754,0.6894,0.6847,0.68,0.6847,1,0.006849,0.2,-0.1,Contracting,0.0,0.26,0,1,0.42
2025-01-21,2025-01-22,AU8U.SI,CapLand China T,0.6894,0.6847,0.6847,0.6894,0.68,0.6894,0.68,0,-0.013513,0.3,0.0,Flat,0.5,0.4,0,1,0.68
2025-01-23,2025-01-24,AU8U.SI,CapLand China T,0.6894,0.6894,0.6847,0.6894,0.68,0.6894,0.68,0,-0.013513,0.3,0.1,Expanding,1.0,0.4,0,1,0.86
2025-01-31,2025-02-03,AU8U.SI,CapLand China T,0.6847,0.6847,0.68,0.6847,0.68,0.6847,0.68,0,-0.006803,0.4,0.1,Expanding,1.0,0.4,0,0,0.8
2025-02-11,2025-02-12,AU8U.SI,CapLand China T,0.6754,0.6707,0.6707,0.68,0.6707,0.6754,0.6707,0,-0.006897,0.4,0.0,Flat,0.0,0.04,0,1,0.4
2025-02-21,2025-02-24,AU8U.SI,CapLand China T,0.6576,0.6479,0.6527,0.6672,0.6624,0.6576,0.6624,1,0.007353,0.1,-0.1,Contracting,0.0,0.04,0,0,0.32
2025-03-11,2025-03-12,AU8U.SI,CapLand China T,0.6382,0.6334,0.6334,0.6672,0.6624,0.6382,0.6624,1,0.037879,0.2,0.0,Flat,0.5,0.08,0,0,0.9
2025-03-13,2025-03-14,AU8U.SI,CapLand China T,0.6914,0.6721,0.6769,0.6963,0.6866,0.6914,0.6866,0,-0.006993,0.4,0.1,Expanding,0.2,0.08,1,0,1.0
2025-03-14,2025-03-17,AU8U.SI,CapLand China T,0.6963,0.6866,0.6914,0.7059,0.6963,0.6963,0.6963,1,0.0,0.5,0.1,Expanding,0.5,0.08,1,0,0.9
2025-03-27,2025-03-28,AU8U.SI,CapLand China T,0.6769,0.6769,0.6769,0.6866,0.6817,0.6769,0.6817,1,0.007143,0.4,-0.1,Contracting,1.0,0.02,0,0,0.02
2025-04-11,2025-04-14,AU8U.SI,CapLand China T,0.5947,0.585,0.585,0.5996,0.5802,0.5947,0.5802,0,-0.02439,0.3,0.1,Expanding,0.6,0.12,0,1,0.84
2025-04-14,2025-04-15,AU8U.SI,CapLand China T,0.5996,0.5802,0.5802,0.6044,0.6044,0.5996,0.6044,1,0.008064,0.2,-0.1,Contracting,0.0,0.12,1,0,0.52
2025-04-15,2025-04-16,AU8U.SI,CapLand China T,0.6044,0.6044,0.5996,0.6141,0.5996,0.6044,0.5996,0,-0.008,0.3,0.1,Expanding,1.0,0.12,0,0,0.74
2025-04-16,2025-04-17,AU8U.SI,CapLand China T,0.6141,0.5996,0.6044,0.6237,0.6237,0.6141,0.6237,1,0.015748,0.3,0.0,Flat,0.25,0.12,1,0,0.58
2025-04-17,2025-04-21,AU8U.SI,CapLand China T,0.6237,0.6237,0.6237,0.6431,0.6382,0.6237,0.6382,1,0.023256,0.4,0.1,Expanding,1.0,0.12,1,0,0.94
2025-04-21,2025-04-22,AU8U.SI,CapLand China T,0.6431,0.6382,0.6334,0.6527,0.6431,0.6431,0.6431,1,0.0,0.5,0.1,Expanding,0.8,0.12,1,0,0.72
2025-04-22,2025-04-23,AU8U.SI,CapLand China T,0.6527,0.6431,0.6527,0.6769,0.6672,0.6527,0.6672,1,0.022222,0.6,0.1,Expanding,0.5,0.12,1,0,0.72
2025-04-24,2025-04-25,AU8U.SI,CapLand China T,0.6624,0.6527,0.6527,0.6624,0.6576,0.6624,0.6576,0,-0.007299,0.7,0.0,Flat,0.3333,0.12,0,0,0.38
2025-04-28,2025-04-29,AU8U.SI,CapLand China T,0.6576,0.6527,0.6527,0.6624,0.6576,0.6576,0.6576,1,0.0,0.6,-0.1,Contracting,0.5,0.12,0,0,0.08
2025-04-29,2025-04-30,AU8U.SI,CapLand China T,0.6624,0.6576,0.6576,0.6672,0.6672,0.6624,0.6672,1,0.007299,0.7,0.1,Expanding,0.5,0.12,1,0,0.08
2025-05-02,2025-05-05,AU8U.SI,CapLand China T,0.6672,0.6624,0.6624,0.6672,0.6672,0.6672,0.6672,1,0.0,0.7,0.0,Flat,0.5,0.12,0,0,0.06
2025-05-05,2025-05-06,AU8U.SI,CapLand China T,0.6672,0.6672,0.6672,0.6721,0.6721,0.6672,0.6721,1,0.007246,0.7,0.0,Flat,1.0,0.12,1,0,0.06
2025-05-14,2025-05-15,AU8U.SI,CapLand China T,0.6672,0.6672,0.6672,0.6721,0.6624,0.6672,0.6624,0,-0.007246,0.5,0.1,Expanding,1.0,0.12,0,0,0.16
2025-05-27,2025-05-28,AU8U.SI,CapLand China T,0.6672,0.6576,0.6624,0.6721,0.6721,0.6672,0.6721,1,0.007246,0.3,0.0,Flat,0.0,0.18,0,1,0.34
2025-05-28,2025-05-29,AU8U.SI,CapLand China T,0.6721,0.6721,0.6721,0.6769,0.6721,0.6721,0.6721,0,0.0,0.3,0.0,Flat,1.0,0.18,1,1,0.66
2025-06-10,2025-06-11,AU8U.SI,CapLand China T,0.6672,0.6672,0.6672,0.6721,0.6721,0.6672,0.6721,1,0.007246,0.3,0.0,Flat,1.0,0.02,0,1,0.12
2025-06-11,2025-06-12,AU8U.SI,CapLand China T,0.6721,0.6721,0.6721,0.6769,0.6721,0.6721,0.6721,0,0.0,0.3,0.0,Flat,1.0,0.02,0,1,0.76
2025-06-18,2025-06-19,AU8U.SI,CapLand China T,0.6576,0.6527,0.6527,0.6576,0.6479,0.6576,0.6479,0,-0.014706,0.4,0.0,Flat,0.5,0.02,0,0,0.74
2025-06-20,2025-06-23,AU8U.SI,CapLand China T,0.6527,0.6479,0.6431,0.6576,0.6527,0.6527,0.6527,0,-0.0,0.3,-0.1,Contracting,0.5,0.02,0,0,0.8
2025-06-23,2025-06-24,AU8U.SI,CapLand China T,0.6576,0.6527,0.6527,0.6624,0.6576,0.6576,0.6576,1,0.0,0.3,0.0,Flat,0.6667,0.02,0,0,0.66
2025-06-24,2025-06-25,AU8U.SI,CapLand China T,0.6624,0.6576,0.6576,0.6672,0.6672,0.6624,0.6672,1,0.007299,0.4,0.1,Expanding,0.5,0.02,1,0,0.36
2025-06-25,2025-06-26,AU8U.SI,CapLand China T,0.6672,0.6672,0.6672,0.6721,0.6721,0.6672,0.6721,1,0.007246,0.4,0.0,Flat,1.0,0.02,1,0,0.6
2025-06-27,2025-06-30,AU8U.SI,CapLand China T,0.6769,0.6769,0.6769,0.6866,0.6817,0.6769,0.6817,1,0.007143,0.6,0.1,Expanding,1.0,0.02,1,0,0.5
2025-07-07,2025-07-08,AU8U.SI,CapLand China T,0.7011,0.6963,0.6963,0.7011,0.6914,0.7011,0.6914,0,-0.013793,0.7,-0.1,Contracting,0.6667,0.26,0,0,0.28
2025-07-08,2025-07-09,AU8U.SI,CapLand China T,0.7011,0.6914,0.6914,0.7059,0.7011,0.7011,0.7011,1,0.0,0.6,-0.1,Contracting,0.5,0.26,0,0,0.68
2025-07-09,2025-07-10,AU8U.SI,CapLand China T,0.7059,0.7011,0.7011,0.7156,0.7059,0.7059,0.7059,0,-0.0,0.6,0.0,Flat,0.6667,0.26,1,0,0.72
2025-07-10,2025-07-11,AU8U.SI,CapLand China T,0.7156,0.7059,0.7108,0.7301,0.7204,0.7156,0.7204,1,0.006757,0.6,0.0,Flat,0.3333,0.26,1,0,0.74
2025-07-11,2025-07-14,AU8U.SI,CapLand China T,0.7301,0.7204,0.7204,0.7349,0.7253,0.7301,0.7253,0,-0.006622,0.6,0.0,Flat,0.5,0.26,1,0,0.88
2025-07-14,2025-07-15,AU8U.SI,CapLand China T,0.7349,0.7253,0.7301,0.7398,0.7301,0.7349,0.7301,0,-0.006579,0.6,0.0,Flat,0.3333,0.04,1,1,0.92
2025-07-15,2025-07-16,AU8U.SI,CapLand China T,0.7398,0.7301,0.7301,0.7494,0.7398,0.7398,0.7398,1,0.0,0.7,0.1,Expanding,0.3333,0.04,1,1,0.58
2025-07-17,2025-07-18,AU8U.SI,CapLand China T,0.7446,0.7301,0.7349,0.7543,0.7446,0.7446,0.7446,0,-0.0,0.6,-0.1,Contracting,0.25,0.04,0,1,0.58
2025-07-18,2025-07-21,AU8U.SI,CapLand China T,0.7543,0.7446,0.7494,0.7639,0.7639,0.7543,0.7639,1,0.012821,0.7,0.1,Expanding,0.6,0.04,1,1,0.96
2025-07-29,2025-07-30,AU8U.SI,CapLand China T,0.7543,0.7543,0.7446,0.7543,0.7494,0.7543,0.7494,0,-0.00641,0.4,-0.1,Contracting,1.0,0.04,0,0,0.12
2025-08-04,2025-08-05,AU8U.SI,CapLand China T,0.7349,0.7301,0.7301,0.7446,0.7301,0.7349,0.7301,0,-0.006579,0.2,0.0,Flat,0.8,0.04,0,0,0.84
2025-08-13,2025-08-14,AU8U.SI,CapLand China T,0.725,0.72,0.72,0.73,0.73,0.725,0.73,1,0.006897,0.3,0.0,Flat,0.5,0.04,0,0,0.1
2025-08-21,2025-08-22,AU8U.SI,CapLand China T,0.725,0.72,0.72,0.73,0.73,0.725,0.73,1,0.006897,0.2,-0.1,Contracting,0.5,0.04,0,0,0.14
2025-08-27,2025-08-28,AU8U.SI,CapLand China T,0.74,0.735,0.735,0.75,0.75,0.74,0.75,1,0.013514,0.3,0.0,Flat,0.0,0.58,0,1,0.1
2025-08-28,2025-08-29,AU8U.SI,CapLand China T,0.75,0.75,0.75,0.76,0.75,0.75,0.75,0,0.0,0.3,0.0,Flat,1.0,0.58,0,1,0.76
2025-08-29,2025-09-01,AU8U.SI,CapLand China T,0.76,0.75,0.75,0.79,0.785,0.76,0.785,1,0.032895,0.3,0.0,Flat,0.0,0.58,1,1,0.42
2025-09-05,2025-09-08,AU8U.SI,CapLand China T,0.775,0.77,0.775,0.79,0.79,0.775,0.79,1,0.019355,0.4,-0.1,Contracting,0.0,0.58,0,1,0.1
2024-01-08,2024-01-09,9CI.SI,CapitaLandInvest,2.7822,2.7457,2.7639,2.7913,2.7822,2.7822,2.7822,0,-0.0,0.6,0.1,Expanding,0.3333,0.1,1,1,0.3
2024-01-15,2024-01-16,9CI.SI,CapitaLandInvest,2.7365,2.7365,2.7274,2.7639,2.7639,2.7365,2.7639,1,0.01,0.3,-0.1,Contracting,1.0,0.1,0,0,0.02
2024-01-16,2024-01-17,9CI.SI,CapitaLandInvest,2.7639,2.7639,2.7548,2.7639,2.7001,2.7639,2.7001,0,-0.023102,0.4,0.1,Expanding,1.0,0.1,0,0,0.28
2024-01-18,2024-01-19,9CI.SI,CapitaLandInvest,2.7274,2.7092,2.7092,2.7365,2.7183,2.7274,2.7183,0,-0.003345,0.5,0.1,Expanding,0.5,0.1,0,0,0.5
2024-01-23,2024-01-24,9CI.SI,CapitaLandInvest,2.6818,2.6271,2.6271,2.7001,2.6818,2.6818,2.6818,1,0.0,0.4,-0.1,Contracting,0.1429,0.36,0,1,0.96
2024-01-26,2024-01-29,9CI.SI,CapitaLandInvest,2.6818,2.6636,2.6544,2.7001,2.6909,2.6818,2.6909,1,0.003401,0.4,0.0,Flat,0.6,0.36,0,1,0.76
2024-01-29,2024-01-30,9CI.SI,CapitaLandInvest,2.7001,2.6909,2.7001,2.7274,2.7092,2.7001,2.7092,1,0.003378,0.5,0.1,Expanding,0.8,0.36,1,0,0.32
2024-02-01,2024-02-02,9CI.SI,CapitaLandInvest,2.6909,2.6544,2.6727,2.7639,2.7001,2.6909,2.7001,1,0.00339,0.4,-0.1,Contracting,0.2,0.36,0,0,0.62
2024-02-07,2024-02-08,9CI.SI,CapitaLandInvest,2.6453,2.6362,2.6453,2.6636,2.5997,2.6453,2.5997,0,-0.017241,0.4,0.0,Flat,0.75,0.36,1,0,0.16
2024-02-09,2024-02-13,9CI.SI,CapitaLandInvest,2.5997,2.5997,2.5997,2.6088,2.5997,2.5997,2.5997,0,0.0,0.4,0.0,Flat,1.0,0.36,0,0,0.1
2024-02-14,2024-02-15,9CI.SI,CapitaLandInvest,2.5906,2.5815,2.5724,2.5997,2.5906,2.5906,2.5906,0,-0.0,0.2,-0.1,Contracting,0.875,0.36,0,0,0.76
2024-02-22,2024-02-23,9CI.SI,CapitaLandInvest,2.6544,2.6453,2.6544,2.6727,2.5359,2.6544,2.5359,0,-0.044674,0.4,0.0,Flat,0.8571,0.36,0,0,0.86
2024-02-27,2024-02-28,9CI.SI,CapitaLandInvest,2.545,2.4994,2.5359,2.5724,2.5359,2.545,2.5359,0,-0.003584,0.4,0.0,Flat,0.375,0.36,0,0,0.86
2024-03-05,2024-03-06,9CI.SI,CapitaLandInvest,2.472,2.4082,2.4082,2.4811,2.4538,2.472,2.4538,0,-0.00738,0.2,-0.1,Contracting,0.0,0.36,0,0,0.58
2024-03-07,2024-03-08,9CI.SI,CapitaLandInvest,2.4811,2.4446,2.472,2.4903,2.4629,2.4811,2.4629,0,-0.007353,0.2,-0.1,Contracting,0.2,0.36,0,0,0.28
2024-03-11,2024-03-12,9CI.SI,CapitaLandInvest,2.4629,2.4355,2.4355,2.4811,2.472,2.4629,2.472,1,0.003704,0.3,0.0,Flat,0.25,0.36,0,0,0.06
2024-03-12,2024-03-13,9CI.SI,CapitaLandInvest,2.4811,2.472,2.4629,2.4903,2.472,2.4811,2.472,0,-0.003676,0.4,0.1,Expanding,0.8,0.36,1,0,0.12
2024-03-13,2024-03-14,9CI.SI,CapitaLandInvest,2.4903,2.472,2.4629,2.5085,2.4903,2.4903,2.4903,0,-0.0,0.3,-0.1,Contracting,0.5,0.36,1,0,0.08
2024-03-19,2024-03-20,9CI.SI,CapitaLandInvest,2.4446,2.4264,2.4264,2.4538,2.4355,2.4446,2.4355,0,-0.003731,0.4,0.0,Flat,0.3333,0.36,0,0,0.16
2024-03-25,2024-03-26,9CI.SI,CapitaLandInvest,2.4903,2.4538,2.4629,2.5085,2.4994,2.4903,2.4994,1,0.003663,0.4,0.0,Flat,0.2,0.36,0,0,0.48
2024-04-01,2024-04-02,9CI.SI,CapitaLandInvest,2.4903,2.4629,2.4538,2.5085,2.4994,2.4903,2.4994,1,0.003663,0.5,0.1,Expanding,0.4,0.36,0,0,0.48
2024-04-03,2024-04-04,9CI.SI,CapitaLandInvest,2.472,2.4538,2.4629,2.4994,2.4903,2.472,2.4903,1,0.00738,0.6,0.0,Flat,0.5,0.36,0,0,0.38
2024-04-08,2024-04-09,9CI.SI,CapitaLandInvest,2.4994,2.472,2.4629,2.5085,2.4903,2.4994,2.4903,0,-0.00365,0.5,0.0,Flat,0.25,0.2,1,1,0.26
2024-04-19,2024-04-22,9CI.SI,CapitaLandInvest,2.2622,2.244,2.2531,2.3352,2.3261,2.2622,2.3261,1,0.028226,0.1,-0.1,Contracting,0.5,0.42,0,1,0.52
2024-05-10,2024-05-13,9CI.SI,CapitaLandInvest,2.4742,2.4742,2.4646,2.4837,2.4742,2.4742,2.4742,0,0.0,0.6,0.1,Expanding,1.0,0.36,1,1,0.04
2024-05-13,2024-05-14,9CI.SI,CapitaLandInvest,2.4837,2.4742,2.4742,2.5028,2.4933,2.4837,2.4933,1,0.003846,0.5,-0.1,Contracting,0.75,0.28,0,1,0.32
2024-05-28,2024-05-29,9CI.SI,CapitaLandInvest,2.541,2.541,2.5315,2.5601,2.541,2.541,2.541,0,0.0,0.6,0.1,Expanding,1.0,0.62,1,0,0.28
2024-06-11,2024-06-12,9CI.SI,CapitaLandInvest,2.5028,2.4646,2.4646,2.5028,2.4933,2.5028,2.4933,0,-0.003817,0.4,-0.1,Contracting,0.0,0.26,0,1,0.66
2024-06-14,2024-06-18,9CI.SI,CapitaLandInvest,2.5315,2.5124,2.5219,2.5506,2.5315,2.5315,2.5315,1,0.0,0.5,-0.1,Contracting,0.0,0.26,0,1,0.06
2024-06-19,2024-06-20,9CI.SI,CapitaLandInvest,2.5506,2.541,2.5315,2.5506,2.5315,2.5506,2.5315,0,-0.007491,0.6,0.1,Expanding,0.6667,0.26,0,1,0.18
2024-06-20,2024-06-21,9CI.SI,CapitaLandInvest,2.5506,2.5315,2.541,2.5601,2.5506,2.5506,2.5506,0,-0.0,0.5,-0.1,Contracting,0.3333,0.26,1,1,0.08
2024-06-24,2024-06-25,9CI.SI,CapitaLandInvest,2.5506,2.541,2.541,2.5792,2.541,2.5506,2.541,0,-0.003745,0.5,-0.1,Contracting,0.6667,0.26,0,0,0.36
2024-06-26,2024-06-27,9CI.SI,CapitaLandInvest,2.5506,2.5506,2.541,2.5601,2.5315,2.5506,2.5315,0,-0.007491,0.6,0.1,Expanding,1.0,0.26,0,0,0.04
2024-06-28,2024-07-01,9CI.SI,CapitaLandInvest,2.541,2.541,2.5315,2.5601,2.5315,2.541,2.5315,0,-0.003759,0.5,0.0,Flat,1.0,0.26,0,0,0.52
2024-07-09,2024-07-10,9CI.SI,CapitaLandInvest,2.5315,2.5219,2.5219,2.5601,2.5601,2.5315,2.5601,1,0.011321,0.4,0.0,Flat,0.6667,0.26,0,0,0.72
2024-07-10,2024-07-11,9CI.SI,CapitaLandInvest,2.5601,2.5601,2.5601,2.5888,2.5601,2.5601,2.5601,0,0.0,0.4,0.0,Flat,1.0,0.26,1,0,0.54
2024-07-16,2024-07-17,9CI.SI,CapitaLandInvest,2.6557,2.6175,2.6461,2.6748,2.6366,2.6557,2.6366,0,-0.007194,0.4,0.0,Flat,0.3333,0.26,0,0,0.74
2024-07-22,2024-07-23,9CI.SI,CapitaLandInvest,2.5984,2.5697,2.5792,2.6079,2.5984,2.5984,2.5984,1,0.0,0.3,0.0,Flat,0.0,0.26,0,0,0.22
2024-07-25,2024-07-26,9CI.SI,CapitaLandInvest,2.5888,2.5601,2.5601,2.6079,2.5888,2.5888,2.5888,1,0.0,0.3,0.0,Flat,0.25,0.26,0,0,0.56
2024-07-26,2024-07-29,9CI.SI,CapitaLandInvest,2.6079,2.5888,2.6079,2.6366,2.6175,2.6079,2.6175,1,0.003663,0.3,0.0,Flat,0.6,0.26,1,0,0.66
2024-07-31,2024-08-01,9CI.SI,CapitaLandInvest,2.5888,2.5792,2.5792,2.5984,2.5888,2.5888,2.5888,0,-0.0,0.3,-0.1,Contracting,0.6667,0.26,0,0,0.32
2024-08-08,2024-08-12,9CI.SI,CapitaLandInvest,2.4073,2.3882,2.4073,2.436,2.4073,2.4073,2.4073,0,-0.0,0.3,0.0,Flat,0.6,0.12,0,1,0.82
2024-08-12,2024-08-13,9CI.SI,CapitaLandInvest,2.436,2.4073,2.4169,2.4455,2.4169,2.436,2.4169,0,-0.007843,0.3,0.0,Flat,0.4,0.12,1,0,0.76
2024-08-15,2024-08-16,9CI.SI,CapitaLandInvest,2.4073,2.3977,2.4073,2.4551,2.4551,2.4073,2.4551,1,0.019841,0.4,0.1,Expanding,0.8333,0.12,0,0,0.88
2024-08-16,2024-08-19,9CI.SI,CapitaLandInvest,2.4551,2.4551,2.4551,2.4646,2.4551,2.4551,2.4551,0,0.0,0.4,0.0,Flat,1.0,0.12,1,0,0.76
2024-08-19,2024-08-20,9CI.SI,CapitaLandInvest,2.4646,2.4551,2.4455,2.4933,2.4742,2.4646,2.4742,1,0.003876,0.4,0.0,Flat,0.8,0.12,1,0,0.7
2024-08-23,2024-08-26,9CI.SI,CapitaLandInvest,2.5219,2.5124,2.5219,2.541,2.5124,2.5219,2.5124,0,-0.003788,0.6,0.0,Flat,0.75,0.12,0,0,0.4
2024-08-27,2024-08-28,9CI.SI,CapitaLandInvest,2.5219,2.5028,2.4933,2.5315,2.5315,2.5219,2.5315,1,0.003788,0.4,-0.1,Contracting,0.3333,0.08,0,1,0.22
2024-08-28,2024-08-29,9CI.SI,CapitaLandInvest,2.5315,2.5315,2.5124,2.5792,2.5601,2.5315,2.5601,1,0.011321,0.5,0.1,Expanding,1.0,0.08,0,1,0.44
2024-08-29,2024-08-30,9CI.SI,CapitaLandInvest,2.5792,2.5601,2.5506,2.5888,2.5888,2.5792,2.5888,1,0.003704,0.5,0.0,Flat,0.75,0.08,1,1,0.86
2024-08-30,2024-09-02,9CI.SI,CapitaLandInvest,2.5888,2.5888,2.5888,2.5984,2.5697,2.5888,2.5697,0,-0.00738,0.5,0.0,Flat,1.0,0.08,1,1,0.9
2024-09-02,2024-09-03,9CI.SI,CapitaLandInvest,2.5984,2.5697,2.5792,2.6939,2.6557,2.5984,2.6557,1,0.022059,0.5,0.0,Flat,0.5,0.08,0,0,0.62
2024-09-04,2024-09-05,9CI.SI,CapitaLandInvest,2.6652,2.6557,2.6652,2.6939,2.6652,2.6652,2.6652,0,-0.0,0.5,0.0,Flat,0.8571,0.08,0,0,0.58
2024-09-05,2024-09-06,9CI.SI,CapitaLandInvest,2.6939,2.6652,2.6652,2.7034,2.6652,2.6939,2.6652,0,-0.010638,0.5,0.0,Flat,0.25,0.08,1,0,0.22
2024-09-06,2024-09-09,9CI.SI,CapitaLandInvest,2.7034,2.6652,2.6461,2.7034,2.6939,2.7034,2.6939,0,-0.003534,0.5,0.0,Flat,0.2,0.08,0,0,0.48
2024-09-10,2024-09-11,9CI.SI,CapitaLandInvest,2.6939,2.6652,2.6652,2.7321,2.7225,2.6939,2.7225,1,0.010638,0.6,0.0,Flat,0.0,0.08,0,1,0.06
2024-09-11,2024-09-12,9CI.SI,CapitaLandInvest,2.7321,2.7225,2.7225,2.7608,2.7416,2.7321,2.7416,1,0.003497,0.6,0.0,Flat,0.8571,0.08,0,1,0.6
2024-09-12,2024-09-13,9CI.SI,CapitaLandInvest,2.7608,2.7416,2.7608,2.7703,2.7321,2.7608,2.7321,0,-0.010381,0.6,0.0,Flat,0.6,0.08,1,1,0.4
